title,title_fa,overview,overview_fa,release_date,poster_path,backdrop_path,imdb_rating,tmdb_rating,runtime,original_language,genres,director,cast,keywords,is_tv_series
The Godfather #250,پدرخوانده 250,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#250.jpg,https://example.com/backdrop/the_godfather_#250.jpg,7.5,8.5,104,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
Parasite #251,انگل 251,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#251.jpg,https://example.com/backdrop/parasite_#251.jpg,9.3,8.8,99,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
The Godfather #252,پدرخوانده 252,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#252.jpg,https://example.com/backdrop/the_godfather_#252.jpg,9.2,8.7,90,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
Children of Heaven #253,بچه‌های آسمان 253,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#253.jpg,https://example.com/backdrop/children_of_heaven_#253.jpg,7.8,8.3,109,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
Children of Heaven #254,بچه‌های آسمان 254,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#254.jpg,https://example.com/backdrop/children_of_heaven_#254.jpg,9.6,7.9,99,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
The Dark Knight #255,شوالیه تاریکی 255,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#255.jpg,https://example.com/backdrop/the_dark_knight_#255.jpg,8.8,7.1,130,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
The Dark Knight #256,شوالیه تاریکی 256,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#256.jpg,https://example.com/backdrop/the_dark_knight_#256.jpg,9.6,8.8,104,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
Children of Heaven #257,بچه‌های آسمان 257,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#257.jpg,https://example.com/backdrop/children_of_heaven_#257.jpg,8.0,7.4,80,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
Children of Heaven #258,بچه‌های آسمان 258,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#258.jpg,https://example.com/backdrop/children_of_heaven_#258.jpg,7.0,8.9,121,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
Parasite #259,انگل 259,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#259.jpg,https://example.com/backdrop/parasite_#259.jpg,7.0,8.4,143,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
Parasite #260,انگل 260,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#260.jpg,https://example.com/backdrop/parasite_#260.jpg,9.6,7.4,126,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
The Godfather #261,پدرخوانده 261,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#261.jpg,https://example.com/backdrop/the_godfather_#261.jpg,9.4,7.5,134,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
A Separation #262,جدایی نادر از سیمین 262,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#262.jpg,https://example.com/backdrop/a_separation_#262.jpg,8.6,8.4,86,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
The Dark Knight #263,شوالیه تاریکی 263,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#263.jpg,https://example.com/backdrop/the_dark_knight_#263.jpg,9.5,8.6,103,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
A Separation #264,جدایی نادر از سیمین 264,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#264.jpg,https://example.com/backdrop/a_separation_#264.jpg,8.7,7.0,120,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
A Separation #265,جدایی نادر از سیمین 265,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#265.jpg,https://example.com/backdrop/a_separation_#265.jpg,7.6,8.0,107,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
Parasite #266,انگل 266,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#266.jpg,https://example.com/backdrop/parasite_#266.jpg,9.7,8.3,100,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
A Separation #267,جدایی نادر از سیمین 267,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#267.jpg,https://example.com/backdrop/a_separation_#267.jpg,8.4,7.5,118,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
Parasite #268,انگل 268,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#268.jpg,https://example.com/backdrop/parasite_#268.jpg,7.8,8.0,115,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
Parasite #269,انگل 269,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#269.jpg,https://example.com/backdrop/parasite_#269.jpg,9.3,7.3,131,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
The Dark Knight #270,شوالیه تاریکی 270,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#270.jpg,https://example.com/backdrop/the_dark_knight_#270.jpg,8.8,8.7,125,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
A Separation #271,جدایی نادر از سیمین 271,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#271.jpg,https://example.com/backdrop/a_separation_#271.jpg,9.1,9.2,83,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
The Dark Knight #272,شوالیه تاریکی 272,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#272.jpg,https://example.com/backdrop/the_dark_knight_#272.jpg,8.5,9.4,148,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
A Separation #273,جدایی نادر از سیمین 273,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#273.jpg,https://example.com/backdrop/a_separation_#273.jpg,7.7,6.9,135,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
Children of Heaven #274,بچه‌های آسمان 274,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#274.jpg,https://example.com/backdrop/children_of_heaven_#274.jpg,7.9,8.2,116,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
Children of Heaven #275,بچه‌های آسمان 275,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#275.jpg,https://example.com/backdrop/children_of_heaven_#275.jpg,8.4,9.3,107,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
Children of Heaven #276,بچه‌های آسمان 276,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#276.jpg,https://example.com/backdrop/children_of_heaven_#276.jpg,8.5,8.8,84,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
Children of Heaven #277,بچه‌های آسمان 277,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#277.jpg,https://example.com/backdrop/children_of_heaven_#277.jpg,8.4,7.5,115,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
The Dark Knight #278,شوالیه تاریکی 278,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#278.jpg,https://example.com/backdrop/the_dark_knight_#278.jpg,9.1,7.1,144,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
Parasite #279,انگل 279,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#279.jpg,https://example.com/backdrop/parasite_#279.jpg,9.3,8.5,121,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
The Dark Knight #280,شوالیه تاریکی 280,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#280.jpg,https://example.com/backdrop/the_dark_knight_#280.jpg,9.7,8.6,113,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
The Dark Knight #281,شوالیه تاریکی 281,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#281.jpg,https://example.com/backdrop/the_dark_knight_#281.jpg,8.7,6.8,119,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
The Dark Knight #282,شوالیه تاریکی 282,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#282.jpg,https://example.com/backdrop/the_dark_knight_#282.jpg,8.1,6.8,127,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
The Dark Knight #283,شوالیه تاریکی 283,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#283.jpg,https://example.com/backdrop/the_dark_knight_#283.jpg,7.7,9.3,134,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
Children of Heaven #284,بچه‌های آسمان 284,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#284.jpg,https://example.com/backdrop/children_of_heaven_#284.jpg,8.6,7.8,84,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
The Godfather #285,پدرخوانده 285,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#285.jpg,https://example.com/backdrop/the_godfather_#285.jpg,9.7,8.1,142,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
Children of Heaven #286,بچه‌های آسمان 286,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#286.jpg,https://example.com/backdrop/children_of_heaven_#286.jpg,7.0,7.8,80,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
The Dark Knight #287,شوالیه تاریکی 287,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#287.jpg,https://example.com/backdrop/the_dark_knight_#287.jpg,8.3,6.6,130,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
Children of Heaven #288,بچه‌های آسمان 288,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#288.jpg,https://example.com/backdrop/children_of_heaven_#288.jpg,7.0,8.3,104,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
The Dark Knight #289,شوالیه تاریکی 289,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#289.jpg,https://example.com/backdrop/the_dark_knight_#289.jpg,7.4,6.6,85,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
The Dark Knight #290,شوالیه تاریکی 290,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#290.jpg,https://example.com/backdrop/the_dark_knight_#290.jpg,9.0,9.3,85,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
A Separation #291,جدایی نادر از سیمین 291,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#291.jpg,https://example.com/backdrop/a_separation_#291.jpg,7.3,7.6,126,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
The Dark Knight #292,شوالیه تاریکی 292,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#292.jpg,https://example.com/backdrop/the_dark_knight_#292.jpg,8.5,6.9,81,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
The Godfather #293,پدرخوانده 293,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#293.jpg,https://example.com/backdrop/the_godfather_#293.jpg,7.7,9.2,94,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
A Separation #294,جدایی نادر از سیمین 294,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#294.jpg,https://example.com/backdrop/a_separation_#294.jpg,7.7,8.0,102,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
A Separation #295,جدایی نادر از سیمین 295,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#295.jpg,https://example.com/backdrop/a_separation_#295.jpg,8.9,7.8,139,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
Parasite #296,انگل 296,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#296.jpg,https://example.com/backdrop/parasite_#296.jpg,8.3,7.3,142,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
The Dark Knight #297,شوالیه تاریکی 297,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#297.jpg,https://example.com/backdrop/the_dark_knight_#297.jpg,7.5,8.5,128,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
The Godfather #298,پدرخوانده 298,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#298.jpg,https://example.com/backdrop/the_godfather_#298.jpg,8.2,7.6,95,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
The Godfather #299,پدرخوانده 299,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#299.jpg,https://example.com/backdrop/the_godfather_#299.jpg,9.3,8.4,107,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
The Dark Knight #300,شوالیه تاریکی 300,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#300.jpg,https://example.com/backdrop/the_dark_knight_#300.jpg,9.3,7.6,124,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
Children of Heaven #301,بچه‌های آسمان 301,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#301.jpg,https://example.com/backdrop/children_of_heaven_#301.jpg,8.8,8.4,144,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
Parasite #302,انگل 302,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#302.jpg,https://example.com/backdrop/parasite_#302.jpg,7.7,6.8,112,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
Parasite #303,انگل 303,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#303.jpg,https://example.com/backdrop/parasite_#303.jpg,9.4,7.4,120,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
Children of Heaven #304,بچه‌های آسمان 304,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#304.jpg,https://example.com/backdrop/children_of_heaven_#304.jpg,8.3,6.9,94,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
The Godfather #305,پدرخوانده 305,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#305.jpg,https://example.com/backdrop/the_godfather_#305.jpg,7.6,7.2,111,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
A Separation #306,جدایی نادر از سیمین 306,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#306.jpg,https://example.com/backdrop/a_separation_#306.jpg,7.6,9.4,97,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
Parasite #307,انگل 307,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#307.jpg,https://example.com/backdrop/parasite_#307.jpg,9.8,7.2,136,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
The Godfather #308,پدرخوانده 308,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#308.jpg,https://example.com/backdrop/the_godfather_#308.jpg,8.1,6.9,116,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
Parasite #309,انگل 309,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#309.jpg,https://example.com/backdrop/parasite_#309.jpg,8.9,8.9,135,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
Children of Heaven #310,بچه‌های آسمان 310,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#310.jpg,https://example.com/backdrop/children_of_heaven_#310.jpg,7.4,9.2,119,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
The Dark Knight #311,شوالیه تاریکی 311,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#311.jpg,https://example.com/backdrop/the_dark_knight_#311.jpg,8.7,7.4,138,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
Parasite #312,انگل 312,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#312.jpg,https://example.com/backdrop/parasite_#312.jpg,7.5,6.8,89,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
Children of Heaven #313,بچه‌های آسمان 313,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#313.jpg,https://example.com/backdrop/children_of_heaven_#313.jpg,7.4,8.4,148,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
The Godfather #314,پدرخوانده 314,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#314.jpg,https://example.com/backdrop/the_godfather_#314.jpg,9.4,7.5,129,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
Children of Heaven #315,بچه‌های آسمان 315,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#315.jpg,https://example.com/backdrop/children_of_heaven_#315.jpg,8.4,7.5,126,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
The Godfather #316,پدرخوانده 316,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#316.jpg,https://example.com/backdrop/the_godfather_#316.jpg,9.7,9.0,125,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
The Dark Knight #317,شوالیه تاریکی 317,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#317.jpg,https://example.com/backdrop/the_dark_knight_#317.jpg,7.1,8.6,82,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
Parasite #318,انگل 318,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#318.jpg,https://example.com/backdrop/parasite_#318.jpg,7.8,7.2,83,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
A Separation #319,جدایی نادر از سیمین 319,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#319.jpg,https://example.com/backdrop/a_separation_#319.jpg,8.3,9.4,122,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
